ID;pH;EC;Na;K;MO;Kdisp;Silt;ECEC;BD;CEC;Ca;Mg;Sand;Clay;SQIw;SAVI;EVI;NDWI;NDVI;NDMI;NDII;GCI;clase;X;Y;dpto;prov;dist;Culitvo priorizado;Textura;TS;GM;ZV;CL;EG;MP;SSST;ECP;EMP;EPP;ESP;CM;CK;MK;CMK;DC;FC;NDC;GR;SK;SA;Pmon;Pan;Tmin;Tmax;Tavg;Slope;Hillshade;Orientition;Elevation;TPI;TRI;TWI;Precipitation;Temperature
625;8.24;19.99;0.9;0.4;1;162.8;43.57;24.5;1.39;17.1;16.6;5.6;10.97;45.46;0.44;0.17;0.21;-0.27;0.2;0.28;0.16;0.95;Bajo;604300;9425619;Piura;Morropon;La Matanza;Banano;Silty clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;67.76;22.86;1.63;3.67;2.96;41.5;14;55.5;66.62;900.22;-833.6;0;NA;NA;14.75;177;18.26;29.82;24.04;5.14;172;71.64;102;-0.082;1.383;7.605;225.51;24.9
626;8.16;7.05;0.6;0.4;2.1;164.2;45.57;26.8;1.44;16.3;20.8;4;24.97;29.46;0.68;0.52;0.74;-0.25;0.59;0.45;0.32;1.64;Bajo;606350;9422805;Piura;Morropon;La Matanza;Banano;Clay loam;Acrisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;77.61;14.93;1.49;2.24;5.2;52;10;62;60.6;1045.48;-984.88;0;NA;NA;15.17;182;18.27;29.91;24.09;3.62;183;333.34;107;0.245;1.492;7.998;228.99;24.9
627;7.98;11.17;0.5;0.4;2.5;173.3;51.78;22.1;1.42;16.9;16.1;4.1;16.75;31.46;0.66;0.42;0.59;-0.23;0.5;0.37;0.24;1.32;Medio;605844;9423857;Piura;Morropon;La Matanza;Banano;Silty clay loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;72.85;18.55;1.81;2.26;3.93;40.25;10.25;50.5;53.57;836.5;-782.93;0;NA;NA;14.67;176;18.27;29.89;24.07;3.62;177;153.34;106;-0.592;1.141;7.996;228.64;24.9
628;8.33;16.03;0.4;1.7;1.8;551.7;41.72;25.9;1.47;15.9;17.5;4.8;32.75;25.53;0.68;0.41;0.56;-0.26;0.49;0.34;0.21;1.11;Bajo;604683;9424890;Piura;Morropon;La Matanza;Banano;Loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;67.57;18.53;6.56;1.54;3.65;10.29;2.82;13.12;112.16;919.52;-807.36;0;NA;NA;14.67;176;18.27;29.86;24.04;3.62;183;333.34;102;-0.204;1.245;7.955;225.62;24.9
629;8.11;61.77;0.6;0.5;2.1;117.5;49.58;15.7;1.46;18.1;10.9;2.7;26.75;23.67;0.48;0.37;0.5;-0.31;0.45;0.24;0.11;0.85;Bajo;600737;9435376;Piura;Morropon;Chulucanas;Limon;Loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Alkaline saline soil;69.43;17.2;3.18;3.82;4.04;21.8;5.4;27.2;52.99;564.98;-511.99;0;NA;NA;14.83;178;18.31;29.9;24.1;3.62;183;333.34;109;2.204;1.428;7.998;223.19;24.88
630;8.55;13.43;1.4;1.5;2.2;495.9;31.5;21.25;1.48;18.1;13.8;3.3;40.82;27.67;0.33;0.37;0.49;-0.33;0.45;0.24;0.11;0.89;Muy bajo;600678;9435345;Piura;Morropon;Chulucanas;Limon;Clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Alkaline saline sodic soil;64.94;15.53;7.06;6.59;4.18;9.2;2.2;11.4;121.91;714.12;-592.21;1.28606226;NA;NA;14.67;176;18.31;29.88;24.09;3.25;186;270;106;-0.449;1.386;8.103;222.7;24.87
631;7.83;10.6;0.2;0.5;1.8;80.8;9.07;10;1.58;18.8;7.1;1.2;77.04;13.89;0.41;0.38;0.52;-0.28;0.48;0.32;0.18;1.03;Muy bajo;598333;9438657;Piura;Morropon;Chulucanas;MANGO;Sandy loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;71;12;5;2;5.92;14.2;2.4;16.6;36.64;352.76;-316.12;0;NA;NA;14.5;174;18.27;29.82;24.05;10.27;163;108.37;122;-1.408;2.108;7.098;221.87;24.79
632;8;7.89;0.2;0.4;2.4;42.1;17.14;14.4;1.55;19;11.5;1.3;66.97;15.89;0.45;0.35;0.47;-0.23;0.45;0.32;0.21;1.06;Muy bajo;598391;9438751;Piura;Morropon;Chulucanas;MANGO;Sandy loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Alkaline saline soil;79.86;9.03;2.78;1.39;8.85;28.75;3.25;32;36.71;553.36;-516.65;0;NA;NA;14.5;174;18.27;29.82;24.05;5.85;172;123.59;122;-1.571;2.241;7.662;221.88;24.78
633;7.98;223.92;0.3;0.5;1.2;96;27.58;17.9;1.53;18.6;12.9;2.2;54.54;17.89;0.54;0.35;0.47;-0.24;0.45;0.32;0.19;0.96;Muy bajo;598450;9438184;Piura;Morropon;Chulucanas;MANGO;Sandy loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;72.07;12.29;2.79;1.68;5.86;25.8;4.4;30.2;46.64;640.94;-594.3;0;NA;NA;14.5;174;18.27;29.82;24.05;6.7;169;76.02;118;-0.388;1.688;7.485;221.4;24.79
634;7.99;3.99;0.3;0.6;2.5;124.4;31.29;18.7;1.51;18.2;14.2;2.1;50.61;18.1;0.57;0.38;0.53;-0.3;0.47;0.27;0.15;1;Bajo;598414;9438262;Piura;Morropon;Chulucanas;MANGO;Loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;75.94;11.23;3.21;1.6;6.76;23.67;3.5;27.17;52.27;696.84;-644.57;0;NA;NA;14.5;174;18.27;29.82;24.05;3.63;174;63.53;119;0.408;2.069;8.1;221.56;24.8
635;7.18;10.11;0.3;0.6;2.5;157.7;21.29;14.35;1.48;16;9.9;2.8;46.61;32.1;0.73;0.37;0.51;-0.31;0.46;0.31;0.18;1.03;Bajo;598027;9436162;Piura;Morropon;Chulucanas;MANGO;Sandy clay loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;68.99;19.51;4.18;2.09;3.54;16.5;4.67;21.17;49.16;522.24;-473.08;0;NA;NA;14.25;171;18.28;29.83;24.06;1.62;180;180;105;-0.388;1.337;8.791;217.04;24.8
636;6.32;17.06;0.4;0.4;2.5;77.6;59.43;18.1;1.4;16.5;12.4;3.9;8.47;32.1;0.83;0.52;0.75;-0.21;0.59;0.43;0.3;1.47;Medio;605734;9426671;Piura;Morropon;La Matanza;Banano;Silty clay loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;68.51;21.55;2.21;2.21;3.18;31;9.75;40.75;47.03;664.42;-617.39;0;NA;NA;15.42;185;18.31;29.81;24.06;6.7;192;256.02;103;-0.694;1.216;7.354;232.14;24.9
637;8.08;6.39;0.5;0.6;2;138.7;47.58;22.8;1.4;17.2;16.3;4.4;14.33;38.1;0.66;0.19;0.24;-0.37;0.23;0.21;0.1;0.79;Medio;604292;9424577;Piura;Morropon;La Matanza;Banano;Silty clay loam;Lixisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;71.49;19.3;2.63;2.19;3.7;27.17;7.33;34.5;63.28;853.8;-790.52;0;NA;NA;14.58;175;18.24;29.86;24.04;1.63;183;270;104;1.816;1.137;8.756;223.84;24.88
638;7.88;19.55;0.6;0.7;2;179.6;41.15;24.5;1.38;15.8;17.7;4.5;12.75;46.1;0.66;0.34;0.46;-0.24;0.41;0.37;0.25;1.23;Medio;604957;9425275;Piura;Morropon;La Matanza;Banano;Silty clay loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;72.24;18.37;2.86;2.45;3.93;25.29;6.43;31.71;71.85;919.78;-847.93;0;NA;NA;15;180;18.27;29.82;24.04;3.63;186;296.47;104;-0.653;1.492;7.975;227.08;24.9
639;8.1;12.78;0.6;0.6;1.3;139.1;45.29;19.5;1.41;17.8;12.6;4.2;16.61;38.1;0.52;0.35;0.47;-0.31;0.43;0.29;0.18;0.97;Bajo;604732;9426388;Piura;Morropon;La Matanza;Banano;Silty clay loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;64.62;21.54;3.08;3.08;3;21;7;28;61.74;682.08;-620.34;0;NA;NA;15.33;184;18.3;29.78;24.04;4.86;180;180;104;1.918;1.368;7.66;227.56;24.9
640;8.02;8.1;0.7;1;1;287.6;43.36;26.7;1.43;21.8;18.9;5.1;22.33;34.31;0.61;0.3;0.4;-0.28;0.35;0.29;0.16;0.98;Bajo;603327;9423561;Piura;Morropon;La Matanza;Banano;Clay loam;Fluvisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;70.79;19.1;3.75;2.62;3.71;18.9;5.1;24;90.07;990.46;-900.39;0;NA;NA;14.67;176;18.2;29.93;24.05;3.25;186;270;102;-0.653;1.205;8.067;216.78;24.81
641;8.05;16.17;0.4;0.5;2.2;102.4;41.65;18.3;1.44;16.4;12.7;3.7;26.04;32.31;0.58;0.29;0.38;-0.31;0.35;0.38;0.25;1.31;Bajo;605367;9423794;Piura;Morropon;La Matanza;Banano;Clay loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;69.4;20.22;2.73;2.19;3.43;25.4;7.4;32.8;51.49;672.62;-621.13;0;NA;NA;14.67;176;18.27;29.89;24.07;2.29;183;225.12;104;-1.531;1.692;8.444;226.26;24.86
642;7.72;9.15;0.4;0.5;2;115.3;55.78;16.2;1.45;17.9;11.2;3.1;21.9;22.31;0.62;0.38;0.51;-0.26;0.44;0.3;0.17;1.03;Bajo;602372;9426425;Piura;Morropon;La Matanza;Banano;Silty loam;Fluvisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;69.14;19.14;3.09;2.47;3.61;22.4;6.2;28.6;48.97;588.92;-539.95;0;NA;NA;14.5;174;18.23;29.9;24.06;2.29;183;225.12;100;-0.551;1.07;8.395;219.19;24.89
643;8.23;3.41;0.6;0.6;2;158.2;37.5;25.9;1.4;18.1;18.7;5;19.9;42.6;0.66;0.41;0.57;-0.28;0.49;0.29;0.16;1;Medio;604158;9423455;Piura;Morropon;La Matanza;Banano;Clayey;Fluvisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;72.2;19.31;2.32;2.32;3.74;31.17;8.33;39.5;69.2;978.18;-908.98;0;NA;NA;14.83;178;18.22;29.89;24.04;3.24;180;198.51;103;0.612;0.808;8.075;220.54;24.8
644;7.43;6.34;0.3;1;1.2;291;33.64;15.2;1.48;23.9;10;2.9;39.76;26.6;0.67;0.29;0.39;-0.35;0.36;0.23;0.1;0.82;Bajo;600420;9428715;Piura;Morropon;La Matanza;Banano;Loam;Lixisols;Floodplain;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;65.79;19.08;6.58;1.97;3.45;10;2.9;12.9;67.43;529.84;-462.41;0;NA;NA;15;180;18.18;30.01;24.09;8.29;195;281.27;96;-1.041;2.02;7.076;214.45;24.8
645;9.89;11.98;11;0.8;1.3;2277.8;49.64;25.7;1.42;18.3;11;1.9;15.76;34.6;0.26;0.32;0.42;-0.29;0.38;0.27;0.15;1.02;Muy bajo;603770;9426564;Piura;Morropon;La Matanza;Limon;Silty clay loam;Fluvisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline sodic soil;42.8;7.39;3.11;42.8;5.79;13.75;2.38;16.13;325.23;566.9;-241.67;35.4856424;NA;NA;15.08;181;18.28;29.77;24.04;4.88;172;90;108;4.939;2.535;7.665;224.53;24.9
646;8.29;10.05;0.5;0.5;1.3;88.3;39.64;27.4;1.44;16.8;20.9;4.5;25.76;34.6;0.74;0.44;0.61;-0.26;0.52;0.4;0.27;1.37;Bajo;606517;9422822;Piura;Morropon;La Matanza;Banano;Clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;76.28;16.42;1.82;1.82;4.64;41.8;9;50.8;63.55;1063.4;-999.85;0;NA;NA;15.17;182;18.27;29.91;24.09;3.63;174;116.47;109;1.388;1.536;8.003;229.64;24.9
647;8.13;5.25;0.6;1.1;1.7;316.8;31.43;24;1.43;17.1;16.3;5;27.76;40.81;0.6;0.22;0.28;-0.26;0.27;0.25;0.14;0.9;Medio;604357;9425779;Piura;Morropon;La Matanza;Limon;Clayey;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;67.92;20.83;4.58;2.5;3.26;14.82;4.55;19.36;89.3;870.68;-781.38;0;NA;NA;14.75;177;18.26;29.82;24.04;3.62;177;26.66;103;1.122;1.56;7.951;225.62;24.9
648;7.78;20.44;0.5;0.5;1.2;81.3;41.79;16.7;1.5;16.6;11.2;3.5;39.4;18.81;0.57;0.45;0.64;-0.26;0.53;0.42;0.3;1.52;Muy bajo;605531;9426624;Piura;Morropon;La Matanza;Banano;Loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;67.07;20.96;2.99;2.99;3.2;22.4;7;29.4;52.15;599.9;-547.75;0;NA;NA;15.42;185;18.31;29.81;24.06;9.45;172;148.93;107;0.776;3.893;7.034;231.27;24.9
649;8.33;18.64;0.7;0.5;1.3;104.8;49.79;18.5;1.43;15.1;12.3;4;19.4;30.81;0.46;0.4;0.56;-0.27;0.49;0.25;0.13;0.9;Muy bajo;606803;9421614;Piura;Morropon;La Matanza;Banano;Silty clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;66.49;21.62;2.7;3.78;3.08;24.6;8;32.6;59.1;663.26;-604.16;0;NA;NA;15.75;189;18.27;29.93;24.1;6.7;192;256.02;105;-2.224;2.501;7.386;225.48;24.9
650;7.99;71.58;0.4;0.8;1;222;29.79;20.4;1.5;19.8;14;4.2;45.4;24.81;0.61;0.35;0.47;-0.31;0.44;0.25;0.13;0.88;Bajo;602549;9424740;Piura;Morropon;La Matanza;Limon;Loam;Fluvisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;68.63;20.59;3.92;1.96;3.33;17.5;5.25;22.75;67.14;744.92;-677.78;0;NA;NA;14.33;172;18.21;29.9;24.04;5.14;180;270;100;-1.204;1.106;11.534;215.92;24.8
651;8.07;10.18;0.6;0.8;1.2;210.4;47.79;28.4;1.41;16.3;21.5;4.5;15.4;36.81;0.68;0.42;0.58;-0.23;0.51;0.39;0.28;1.39;Medio;606481;9422615;Piura;Morropon;La Matanza;Banano;Silty clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;75.7;15.85;2.82;2.11;4.78;26.88;5.63;32.5;80.15;1090.88;-1010.73;0;NA;NA;15.17;182;18.27;29.91;24.09;3.63;174;116.47;104;-1.367;1.424;7.983;228.41;24.9
652;6.01;14.27;0.3;0.9;2.3;239.1;23.86;9.3;1.53;17.3;5.2;1.9;59.33;16.81;0.7;0.55;0.8;-0.24;0.62;0.45;0.33;1.64;Bajo;616968;9420704;Piura;Morropon;Buenos Aires;Limon;Sandy loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;55.91;20.43;9.68;3.23;2.74;5.78;2.11;7.89;56.43;286.74;-230.31;0;NA;NA;16.83;202;18.38;29.79;24.09;3.25;186;270;122;-1.469;1.162;8.25;244.41;24.9
653;6.93;11.57;0.4;0.4;1.7;79.7;27.79;12.9;1.48;19.1;8.2;2.9;43.4;28.81;0.78;0.21;0.27;-0.32;0.24;0.2;0.1;0.73;Bajo;615826;9423294;Piura;Morropon;Buenos Aires;Arroz;Clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;63.57;22.48;3.1;3.1;2.83;20.5;7.25;27.75;41.13;448.42;-407.29;0;NA;NA;17.5;210;18.39;29.86;24.12;3.25;174;90;131;2.449;1.386;8.29;248.23;24.9
654;7.79;9.95;0.3;0.4;2;619;51.79;18.2;1.47;16.2;13.6;2.9;29.4;18.81;0.62;0.18;0.25;-0.29;0.23;0.32;0.24;1.17;Bajo;616487;9420647;Piura;Morropon;Buenos Aires;Banano;Silty loam;Ferralsols;Mount Island;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;74.73;15.93;2.2;1.65;4.69;34;7.25;41.25;44.03;691.24;-647.21;0;NA;NA;16.83;202;18.38;29.79;24.09;2.29;183;314.88;121;-3.673;2.307;8.609;242.85;24.9
655;7.65;9.37;0.2;0.7;2.2;161.6;47.79;15.3;1.45;17.1;9.9;3.5;27.4;24.81;0.61;0.2;0.27;-0.17;0.23;0.22;0.15;0.74;Bajo;616691;9420617;Piura;Morropon;Buenos Aires;Banano;Loam;Ferralsols;Mount Island;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;64.71;22.88;4.58;1.31;2.83;14.14;5;19.14;52.35;541.06;-488.71;0;NA;NA;16.83;202;18.38;29.79;24.09;5.85;189;303.58;119;-2.163;2.074;7.644;243.42;24.9
656;7.86;18.01;9.7;0.5;1.3;111.7;63.79;21.9;1.44;15.7;6.3;3.9;15.4;20.81;0.28;0.44;0.62;-0.26;0.52;0.33;0.21;1.08;Muy bajo;611977;9421045;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;28.77;17.81;2.28;44.29;1.62;12.6;7.8;20.4;277.93;406.76;-128.83;32.0269706;NA;NA;16.17;194;18.35;29.78;24.06;5.84;186;213.8;116;-0.286;2.85;7.605;233.04;24.8
657;7.86;5.78;0.3;0.5;1.7;85.9;43.79;13.8;1.48;18.1;9;2.8;35.4;20.81;0.55;0.51;0.76;-0.24;0.59;0.42;0.3;1.5;Muy bajo;617421;9420716;Piura;Morropon;Buenos Aires;Banano;Loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;65.22;20.29;3.62;2.17;3.21;18;5.6;23.6;43.76;481.64;-437.88;0;NA;NA;17.92;215;18.22;29.72;23.97;3.25;186;270;129;1.163;1.33;8.285;245.09;24.9
658;7.83;32.44;0.4;0.9;1.1;271.4;53.79;16;1.45;16.8;9.7;3.5;21.4;24.81;0.56;0.51;0.7;-0.24;0.57;0.42;0.3;1.5;Bajo;612567;9421097;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;60.63;21.88;5.63;2.5;2.77;10.78;3.89;14.67;66.15;532.62;-466.47;0;NA;NA;16.17;194;18.35;29.78;24.06;1.62;180;180;119;1.388;1.412;8.899;233.04;24.9
659;7.5;4.21;0.2;0.6;1;127.2;53.79;15.7;1.45;18.1;10.7;3.2;21.4;24.81;0.66;0.41;0.56;-0.28;0.49;0.34;0.22;1.14;Bajo;617585;9420656;Piura;Morropon;Buenos Aires;NA;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;68.15;20.38;3.82;1.27;3.34;17.83;5.33;23.17;48.14;568.86;-520.72;0;NA;NA;17.92;215;18.22;29.72;23.97;2.29;183;225.12;130;0.367;3.532;8.648;244.99;24.9
660;7.03;7.57;0.3;0.5;1.2;99.7;25.78;15.3;1.47;19.1;9.6;3.4;41.62;32.6;0.77;0.36;0.48;-0.33;0.45;0.24;0.1;0.93;Bajo;637024;9428897;Piura;Morropon;Buenos Aires;Frijol;Clay loam;Cambisols;Mountain on metamorphic rock;Tropical Premontane Thorny Mountain;D (i) B';Neoproterozoico;Foliated metamorphic residual;Neutral saline soil;62.75;22.22;3.27;1.96;2.82;19.2;6.8;26;45.38;524.84;-479.46;0;NA;NA;54.83;658;14.82;26.58;20.71;48.74;112;119.88;1074;-0.245;32.351;7.699;667.42;21.65
661;7.38;12.55;0.5;0.5;1.5;93.6;37.78;15.3;1.45;16.8;9.3;3.5;31.62;30.6;0.68;0.47;0.66;-0.27;0.54;0.42;0.29;1.46;Bajo;605070;9423304;Piura;Morropon;Buenos Aires;NA;Clay loam;Lixisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;60.78;22.88;3.27;3.27;2.66;18.6;7;25.6;50.25;514.4;-464.15;0;NA;NA;15.17;182;18.21;29.91;24.05;5.14;172;108.36;106;0.265;1.816;7.639;223.87;24.83
662;7.79;16.57;0.4;0.8;1.8;208.4;39.78;18.1;1.47;18.1;11.8;3.6;35.62;24.6;0.61;0.39;0.54;-0.3;0.46;0.31;0.2;1.14;Bajo;617542;9420533;Piura;Morropon;Buenos Aires;Banano;Loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;65.19;19.89;4.42;2.21;3.28;14.75;4.5;19.25;63.92;629.72;-565.8;0;NA;NA;17.92;215;18.22;29.72;23.97;2.29;183;314.88;126;0.612;1.861;8.615;244.75;24.9
663;8.08;10.71;0.5;0.4;1.5;58.4;55.29;19.4;1.45;21.9;12.7;3.3;22.61;22.1;0.58;0.4;0.56;-0.33;0.49;0.22;0.08;1.02;Bajo;636399;9432391;Piura;Morropon;Buenos Aires;Banano;Silty loam;Cambisols;Mountain on intrusive rock;Tropical Premontane dry forest;B (i) B';Cenozoico;Intermediate igneous residual;Alkaline saline soil;65.46;17.01;2.06;2.58;3.85;31.75;8.25;40;48.81;661.9;-613.09;0;NA;NA;63.17;758;12.2;23.66;17.93;42.81;215;330.43;2037;-0.429;22.222;8.469;715.09;18.15
664;7.34;11.98;0.3;0.2;1.6;82.4;38.86;11.9;1.5;17.3;7.9;2.5;42.9;18.24;0.65;0.16;0.2;-0.3;0.19;0.15;0.04;0.7;Bajo;617071;9419061;Piura;Morropon;Buenos Aires;Banano;Loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;66.39;21.01;1.68;2.52;3.16;39.5;12.5;52;28.65;423.74;-395.09;0;NA;NA;16.83;202;18.38;29.82;24.12;2.29;183;225.12;122;-0.388;1.536;8.59;239.3;24.9
665;7.73;10.2;0.3;0.1;2.5;77.6;29.01;14.9;1.49;18.1;9.3;3.2;45.47;25.53;0.59;0.4;0.54;-0.28;0.51;0.35;0.23;1.14;Bajo;628079;9409899;Piura;Morropon;Buenos Aires;Banano;Loam;Ferralsols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;62.42;21.48;0.67;2.01;2.91;93;32;125;26.74;505.54;-478.8;0;NA;NA;17.92;215;18.42;29.63;24.03;5.14;172;71.64;159;2.429;3.064;8.028;246.07;24.8
666;8.12;14.21;0.5;0.7;1.2;185.5;47.29;18.5;1.46;15.7;12.6;3.7;27.32;25.39;0.58;0.51;0.72;-0.25;0.59;0.41;0.29;1.44;Bajo;612080;9421009;Piura;Morropon;Buenos Aires;Banano;Loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Alkaline saline soil;68.11;20;3.78;2.7;3.41;18;5.29;23.29;62.89;668.5;-605.61;0;NA;NA;16.17;194;18.35;29.78;24.06;1.63;177;90;116;0.49;2.158;8.878;232.75;24.84
667;8;11.02;0.8;0.5;1;86.4;49.15;14.9;1.45;18.3;8.8;3.8;25.32;25.53;0.35;0.29;0.4;-0.25;0.35;0.2;0.1;0.81;Muy bajo;617341;9416861;Piura;Morropon;Buenos Aires;Banano;Loam;Leptosols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Alkaline saline soil;59.06;25.5;3.36;5.37;2.32;17.6;7.6;25.2;57.76;500.54;-442.78;0.20689277;NA;NA;16.5;198;18.38;29.81;24.09;3.63;174;63.53;127;0.041;2.128;8.166;232.7;24.9
668;6.47;11.04;0.3;0.7;1;181;45.36;13.9;1.45;23.4;8.5;2.9;27.04;27.6;0.78;0.47;0.66;-0.38;0.56;0.22;0.1;0.82;Bajo;642189;9429891;Piura;Morropon;Buenos Aires;Banano;Clay loam;Cambisols;Mountain on metamorphic rock;Tropical Premontane dry forest;B (i) B';Neoproterozoico;Foliated metamorphic residual;Neutral saline soil;61.15;20.86;5.04;2.16;2.93;12.14;4.14;16.29;52.43;462.04;-409.61;0;NA;NA;62.5;750;12.43;23.98;18.19;53.59;250;234.98;1672;-8.939;30.089;8.052;655.47;19.09
669;6.7;18.79;0.3;0.5;2.4;96.4;25.29;12.5;1.49;18.3;7.4;2.8;46.75;27.96;0.78;0.19;0.24;-0.35;0.25;0.15;0.03;0.71;Bajo;629021;9429819;Piura;Morropon;Buenos Aires;Frijol;Sandy clay loam;Leptosols;Mountain on intrusive rock;Tropical Premontane Thorny Mountain;D (i) B';Cenozoico;Felsic igneous residual;Neutral saline soil;59.2;22.4;4;2.4;2.64;14.8;5.6;20.4;42.16;409.64;-367.48;0;NA;NA;50.67;608;15.02;26.64;20.82;57.46;91;98.1;1003;1.245;37.672;7.464;607.19;22.09
670;6.96;14.98;0.3;0.4;1.1;53.2;15.58;13;1.54;24.4;7.6;2.7;62.82;21.6;0.78;0.15;0.2;-0.32;0.17;0.13;0.04;0.62;Bajo;612021;9428249;Piura;Morropon;Buenos Aires;Banano;Sandy clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;58.46;20.77;3.08;2.31;2.81;19;6.75;25.75;37.69;415.84;-378.15;0;NA;NA;18.67;224;18.36;29.98;24.18;1.63;177;90;121;-1.367;1.137;8.935;251.16;24.9
671;7.74;9.98;0.4;0.4;2.3;45.9;53.22;10.3;1.49;18.3;6.3;2.2;32.68;14.1;0.44;0.47;0.65;-0.25;0.55;0.29;0.16;0.95;Bajo;617351;9417053;Piura;Morropon;Buenos Aires;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;61.17;21.36;3.88;3.88;2.86;15.75;5.5;21.25;38.04;344.02;-305.98;0;NA;NA;16.5;198;18.38;29.81;24.09;8.29;166;78.74;127;-0.122;1.438;7.343;233.35;24.9
