ID,X,Y,pH,EC,Na,K,MO,Kdisp,Silt,ECEC,BD,CEC,Ca,Mg,Sand,Clay,SQIw,SAVI,EVI,NDWI,NDVI,NDMI,NDII,GCI,clase,dpto,prov,dist,Culitvo_pr,Textura,TS,GM,ZV,CL,EG,MP,SSST,ECP,EMP,EPP,ESP,CM,CK,MK,CMK,DC,FC,NDC,GR,Pmon,Pan,Tmin,Tmax,Tavg,Slope,Hillshade,Orientatio,Elevation,TPI,TRI,TWI,Precipitat,Temperatur,site_id_internal_rk,Elevation,Slope,Orientation,Hillshade,TPI,TRI,TWI,NDVI,SAVI,NDWI,Precipitation,Temperature
228,586369,9439408,7.7,14.83,0.6,0.5,1.6,142.2,49.78,16.6,1.48,19.4,10.2,3.8,32.54,17.67,0.49,0.25,0.3,-0.37,0.29,0.19,0.04,0.8,Bajo,Piura,Morropon,Chulucanas,Mango,Loam,Cambisols,Alluvial plain,Tropical desert scrub,E (d) A',Cenozoico,Eolian deposit,Neutral saline soil,61.45,22.89,3.01,3.61,2.68,20.4,7.6,28,54.16,563.18,-509.02,0,13.42,161,18.13,30.1,24.13,1.62,180,180,88,2.408,1.497,8.585,182.98,24.8,228,86.01960754394531,4.227590084075928,152.94854736328125,179.11863708496094,0.1966906487941742,1.529679298400879,7.770817279815674,0.2938736379146576,0.24520766735076904,-0.3686107397079468,182.97677612304688,24.798126220703125
229,590286,9432187,7.4,10.84,0.1,0.6,0.4,156.8,7.78,7.6,1.63,0,3.5,1.9,88.54,3.67,0.43,0.16,0.19,-0.34,0.18,0.09,0,0.61,Bajo,Piura,Morropon,Chulucanas,Mango,Sandy,Ferralsols,Alluvial plain,Tropical desert scrub,E (d) A',Cenozoico,Eolian deposit,Non salt afected soil,46.05,25,7.89,1.32,1.84,5.83,3.17,9,36.23,209.58,-173.35,0,12.17,146,17.64,29.92,23.8,4.86,180,270,102,2.367,1.574,7.636,182.85,24.71,229,100.93395233154297,2.743908405303955,151.04644775390625,180.7305145263672,0.9212223887443542,1.2962185144424438,8.716276168823242,0.1814671754837036,0.1587175875902176,-0.3445703089237213,182.85337829589844,24.707685470581055
230,593380,9434577,7.9,9.27,0.3,0.6,1.6,153.6,21.78,21.1,1.56,17.7,16,3.2,66.54,11.67,0.47,0.39,0.54,-0.27,0.49,0.37,0.24,1.16,Bajo,Piura,Morropon,Chulucanas,Mango,Sandy loam,Lixisols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Alluvial deposit,Neutral saline soil,75.83,15.17,2.84,1.42,5,26.67,5.33,32,55.94,807.54,-751.6,0,13,156,18.22,29.82,24.02,1.62,180,123.59,88,-2.49,1.445,8.641,199.34,24.8,230,89.62133026123047,4.087517738342285,117.42955017089844,178.5556640625,-0.9080700874328613,1.6105761528015137,7.800291061401367,0.4926639497280121,0.39227738976478577,-0.26553672552108765,199.3376922607422,24.799999237060547
231,587829,9439876,7.4,7.92,0.2,1.4,1.1,281.1,45.78,11.8,1.51,19.9,6.7,2.5,40.54,13.67,0.52,0.24,0.29,-0.31,0.29,0.29,0.17,0.99,Bajo,Piura,Morropon,Chulucanas,Mango,Loam,Cambisols,Floodplain,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Neutral saline soil,56.78,21.19,11.86,1.69,2.68,4.79,1.79,6.57,78.95,370.76,-291.81,0,12.83,154,18.21,30.02,24.12,3.63,186,296.48,83,0.918,2.098,7.736,188.9,24.8,231,82.80894470214844,4.635021209716797,208.00582885742188,183.5655517578125,0.3294292986392975,2.302509307861328,7.606501579284668,0.29456427693367004,0.23719315230846405,-0.31460675597190857,188.90191650390625,24.799999237060547
232,591892,9433260,7.5,4.48,1.3,0.8,1.7,211.6,41.71,20.5,1.51,17.7,12.7,4.7,42.54,15.74,0.33,0.22,0.28,-0.32,0.28,0.1,0.03,0.7,Bajo,Piura,Morropon,Chulucanas,Mango,Loam,Lixisols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Neutral saline sodic soil,61.95,22.93,3.9,6.34,2.7,15.88,5.88,21.75,89.19,701.54,-612.35,1.066718,12.67,152,18.16,29.93,24.04,1.63,177,90,93,1.837,1.149,8.643,191.31,24.8,232,91.310546875,3.905805826187134,186.65660095214844,180.503662109375,0.08381199836730957,1.3660552501678467,7.922818660736084,0.276901513338089,0.22137118875980377,-0.3150635063648224,191.30569458007813,24.799999237060547
233,591963,9433014,7.8,6.71,1,0.3,1.1,117.6,21.71,22.9,1.57,19.4,16.7,3.9,68.54,9.74,0.2,0.25,0.32,-0.35,0.33,0.24,0.11,0.9,Muy bajo,Piura,Morropon,Chulucanas,Limon,Sandy loam,Lixisols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Neutral saline soil,72.93,17.03,1.31,4.37,4.28,55.67,13,68.67,61.83,858.9,-797.07,0,12.67,152,18.16,29.93,24.04,1.62,180,146.2,93,1,1.069,8.656,191.32,24.8,233,91.8624267578125,2.895444631576538,155.65408325195313,180.82504272460938,-0.17770060896873474,1.1460214853286743,8.149789810180664,0.3265114426612854,0.2526147663593292,-0.34666919708251953,191.31837463378906,24.799999237060547
234,592457,9432647,7.3,23.41,0.4,1.6,1.2,348,23.71,12.7,1.57,19.8,6.9,2.8,66.54,9.74,0.46,0.42,0.59,-0.28,0.53,0.35,0.22,1.09,Bajo,Piura,Morropon,Chulucanas,Mango,Sandy loam,Lixisols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Alluvial deposit,Neutral saline soil,54.33,22.05,12.6,3.15,2.46,4.31,1.75,6.06,93.66,388.42,-294.76,0,12.83,154,18.2,29.91,24.07,3.63,174,63.53,92,-0.51,1.264,7.854,192.78,24.8,234,92.2965087890625,2.748751401901245,102.35993957519531,178.9634246826172,-0.21354375779628754,1.1958794593811035,8.392973899841309,0.5269010066986084,0.4166981875896454,-0.2786167562007904,192.7749481201172,24.799999237060547
235,598082,9438480,7.6,22.32,0.3,0.2,0.9,48.3,16,12.5,1.6,18.4,8.2,2.8,76.9,7.1,0.38,0.37,0.51,-0.29,0.47,0.31,0.19,1.01,Muy bajo,Piura,Morropon,Chulucanas,Mango,Sandy loam,Ferralsols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Alluvial deposit,Non salt afected soil,65.6,22.4,1.6,2.4,2.93,41,14,55,29.46,445.34,-415.88,0,14.5,174,18.27,29.82,24.05,1.62,180,180,124,3.082,1.353,8.927,220.12,24.8,235,121.46955108642578,4.26869010925293,172.7892303466797,180.47238159179688,0.7078874111175537,1.61273992061615,8.123372077941895,0.4715081751346588,0.3724794089794159,-0.2920933961868286,220.11907958984375,24.799999237060547
236,587925,9434035,7.9,9.3,1,0.3,0.6,79.6,16,10.6,1.6,18.4,5.8,2.5,76.9,7.1,0.03,0.25,0.32,-0.33,0.31,0.17,0.06,0.76,Muy bajo,Piura,Morropon,Chulucanas,Mango,Sandy loam,Ferralsols,Alluvial plain,Tropical desert scrub,E (d) A',Cenozoico,Eolian deposit,Neutral saline sodic soil,54.72,23.58,2.83,9.43,2.32,19.33,8.33,27.67,48.55,330.6,-282.05,1.934307,12.67,152,18.1,30.04,24.07,2.29,177,45.11,91,1.531,1.875,8.279,178.13,24.71,236,89.20428466796875,4.605250835418701,75.20623016357422,175.50686645507813,0.6761458516120911,2.0533666610717773,7.687408924102783,0.30596569180488586,0.24761708080768585,-0.32909491658210754,178.12890625,24.713613510131836
237,585833,9437804,7.6,3.75,0.1,0.6,1.4,177.9,14,11.3,1.6,23.1,6.3,3.3,78.9,7.1,0.38,0.29,0.37,-0.33,0.35,0.15,0.05,0.74,Bajo,Piura,Morropon,Chulucanas,Mango,Loamy sand,Ferralsols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Neutral saline soil,55.75,29.2,5.31,0.88,1.91,10.5,5.5,16,41.41,373.38,-331.97,0,13.25,159,18.06,30.11,24.07,8.72,174,158.12,87,0.49,2.929,6.911,179.58,24.79,237,86.762908935546875,7.558852195739746,103.6568603515625,170.94363403320313,1.0958547592163086,2.783029556274414,7.124817848205566,0.3530266284942627,0.29303261637687683,-0.328566312789917,179.58448791503906,24.785593032836914
238,599064,9439703,7.5,7.33,0.2,0.5,1.6,105,48,27.1,1.51,16.7,21.6,3.8,40.9,11.1,0.65,0.32,0.43,-0.32,0.4,0.22,0.11,0.79,Bajo,Piura,Morropon,Chulucanas,Mango,Loam,Lixisols,Floodplain,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Alluvial deposit,Non salt afected soil,79.7,14.02,1.85,0.74,5.68,43.2,7.6,50.8,55.56,1075.46,-1019.9,0,14.92,179,18.25,29.81,24.02,5.12,177,161.5,134,1.041,1.772,7.869,224.53,24.7,238,134.14772033691406,3.8371920585632324,112.78831481933594,177.55413818359375,0.4270192086696625,1.6865206956863403,8.438138008117676,0.40250250697135925,0.3155520558357239,-0.32476499676704407,224.52490234375,24.700000762939453
239,586253,9437790,7.7,9.3,0.9,1,1.2,224.5,30,15.85,1.52,23.5,8,4.7,50.9,19.1,0.35,0.19,0.23,-0.38,0.23,0.12,0,0.66,Muy bajo,Piura,Morropon,Chulucanas,Mango,Loam,Ferralsols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Non salt afected soil,50.47,29.65,6.31,5.68,1.7,8,4.7,12.7,83.49,489.52,-406.03,0.422003,13.17,158,18.1,30.1,24.09,1.62,180,90,83,-0.184,1.119,8.556,180.78,24.8,239,83.23377990722656,3.4372665882110596,111.18868255615234,179.49118041992188,0.25711044669151306,1.2481290102005005,8.020254135131836,0.22653622925281525,0.19260093569755554,-0.38066059350967407,180.77589416503906,24.798126220703125
240,588456,9433765,7.8,3.7,0.8,0.4,0.7,102.7,14,9.4,1.6,19.3,4.3,1.9,78.9,7.1,0.16,0.18,0.22,-0.3,0.21,0.24,0.13,0.92,Muy bajo,Piura,Morropon,Chulucanas,Mango,Loamy sand,Lixisols,Alluvial plain,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Neutral saline sodic soil,45.74,20.21,4.26,8.51,2.26,10.75,4.75,15.5,45.53,246.64,-201.11,1.362077,12.67,152,18.1,30.04,24.07,5.12,183,341.5,88,-0.429,1.552,7.466,179.21,24.7,240,88.3265380859375,4.101696968078613,97.6637954711914,179.43495178222656,-0.3594070076942444,1.4116369485855103,7.756270885467529,0.2050827443599701,0.17692045867443085,-0.30320656299591064,179.21192932128906,24.700000762939453
241,587786,9439801,7.3,6.39,0.1,1.4,1,325.4,52,10.3,1.51,20.1,5,1.8,38.9,9.1,0.46,0.37,0.49,-0.29,0.46,0.3,0.17,1.08,Bajo,Piura,Morropon,Chulucanas,Mango,Silty loam,Cambisols,Floodplain,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Non salt afected soil,48.54,17.48,13.59,0.97,2.78,3.57,1.29,4.86,73.56,275.18,-201.62,0,12.83,154,18.21,30.02,24.12,1.62,180,180,82,0.061,1.434,8.542,188.64,24.8,241,81.70390319824219,3.130099058151245,142.65895080566406,179.93519592285156,0.04434183984994888,1.2340041399002075,8.096197128295898,0.4598260819911957,0.36893022060394287,-0.2884853482246399,188.6384735107422,24.799999237060547
242,587504,9434294,7.6,5.78,0.8,0.4,0.4,103.5,13.86,9.3,1.6,23.9,3.8,2.3,78.98,7.17,0.21,0.17,0.21,-0.35,0.21,0.12,0,0.67,Muy bajo,Piura,Morropon,Chulucanas,Mango,Loamy sand,Leptosols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Neutral saline sodic soil,40.86,24.73,4.3,8.6,1.65,9.5,5.75,15.25,45.71,234.94,-189.23,1.383436,12.33,148,18.03,30.06,24.05,3.62,183,333.34,88,1.776,2.216,7.787,178.35,24.74,242,85.95177459716797,6.140741348266602,105.976318359375,174.44662475585938,-0.14413228631019592,2.37143874168396,7.557857990264893,0.20595765113830566,0.17397667467594147,-0.3461538553237915,178.34527587890625,24.73526954650879
243,592121,9433009,7.5,10.79,0.1,0.6,1,166,15.86,11.9,1.59,18.1,6.3,2.9,76.98,7.17,0.41,0.32,0.41,-0.34,0.39,0.24,0.1,0.95,Bajo,Piura,Morropon,Chulucanas,Mango,Sandy loam,Lixisols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Neutral saline soil,52.94,24.37,5.04,0.84,2.17,10.5,4.83,15.33,40.73,362.58,-321.85,0,12.67,152,18.16,29.93,24.04,8.11,169,53.24,91,-0.163,1.866,7.035,192.17,24.8,243,89.91896057128906,5.756092071533203,140.87216186523438,179.3848419189453,-1.35856294631958,2.181326150894165,7.7219557762146,0.3857094943523407,0.31500548124313354,-0.3423497974872589,192.17279052734375,24.799999237060547
244,587333,9439669,8,16.73,0.9,0.6,1.1,134,47.86,17.6,1.51,19.7,9.7,4.4,40.98,11.17,0.08,0.29,0.37,-0.32,0.36,0.24,0.12,0.83,Muy bajo,Piura,Morropon,Chulucanas,Mango,Loam,Fluvisols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Alkaline saline soil,55.11,25,3.41,5.11,2.2,16.17,7.33,23.5,66.68,557.52,-490.84,0.075627,12.75,153,18.17,30.06,24.13,3.24,180,63.53,81,-0.163,1.67,7.839,187.36,24.8,244,80.45105743408203,3.2634007930755615,92.42127990722656,176.8661346435547,-0.5214251279830933,1.4687918424606323,8.165504455566406,0.3618594706058502,0.28865063190460205,-0.3167489469051361,187.35472106933594,24.799999237060547
245,586245,9438150,7.8,24.42,0.1,0.7,1,226.9,25.86,14,1.57,23.8,8.3,3.9,64.98,9.17,0.33,0.16,0.2,-0.27,0.19,0.21,0.09,0.81,Bajo,Piura,Morropon,Chulucanas,Mango,Sandy loam,Lixisols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Neutral saline soil,59.29,27.86,5,0.71,2.13,11.86,5.57,17.43,48.93,479.68,-430.75,0,13.42,161,18.12,30.1,24.12,1.63,177,90,84,0.347,1.001,8.558,181.21,24.79,245,83.53313446044922,2.1475205421447754,85.1692886352539,178.80857849121094,-0.008037883788347244,1.041078805923462,8.4844512939453125,0.1852865219116211,0.15791518986225128,-0.2690836787223816,181.20852661132813,24.79267692565918
246,586127,9437578,7.3,24.49,0.2,1.2,0.9,301.9,23.86,17.35,1.57,23.4,11.6,3.1,66.98,9.17,0.49,0.23,0.29,-0.33,0.28,0.18,0.09,0.77,Bajo,Piura,Morropon,Chulucanas,Mango,Sandy loam,Ferralsols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Non salt afected soil,66.86,17.87,6.92,1.15,3.74,9.67,2.58,12.25,75.87,607.26,-531.39,0,13.17,158,18.1,30.1,24.09,2.29,183,225.11,81,-1.959,1.564,8.206,180.25,24.79,246,82.34717559814453,4.725790500640869,183.16864013671875,181.21165466308594,-1.064244031906128,1.847208023071289,7.577406406402588,0.27817630767822266,0.23219196498394012,-0.32732337713241577,180.2502899169922,24.79329490661621
247,586685,9440240,7.7,36.31,0.1,0.2,0.5,47.6,7.86,8.3,1.62,22.9,4.8,1.7,86.98,5.17,0.35,0.41,0.57,-0.29,0.51,0.34,0.22,1.06,Muy bajo,Piura,Morropon,Chulucanas,Mango,Loamy sand,Lixisols,Floodplain,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Non salt afected soil,57.83,20.48,2.41,1.2,2.82,24,8.5,32.5,19.19,262.28,-243.09,0,13,156,18.15,30.12,24.14,1.63,177,90,80,-0.224,1.25,8.518,185.08,24.8,247,80.93741607666016,3.598365306854248,104.58478546142578,175.77597045898438,0.13060173392295837,1.59127676486969,7.906433582305908,0.5076342225074768,0.4098716378211975,-0.29078012704849243,185.08438110351563,24.799999237060547
248,592036,9433254,7.2,18.23,0.9,2.1,1.7,466.6,37.86,18.8,1.51,17.7,10.3,4,44.98,17.17,0.44,0.29,0.41,-0.29,0.33,0.31,0.18,1.07,Muy bajo,Piura,Morropon,Chulucanas,Mango,Loam,Lixisols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Neutral saline soil,54.79,21.28,11.17,4.79,2.58,4.9,1.9,6.81,134.1,575.22,-441.12,0,12.67,152,18.16,29.93,24.04,4.88,189,270,93,0.224,1.852,7.563,192.14,24.8,248,93.6373062133789,3.5138509273529053,253.5189208984375,184.68125915527344,0.7760432362556458,1.9098703861236572,8.102008819580078,0.332344651222229,0.2862556278705597,-0.2863686680793762,192.14390563964844,24.799999237060547
249,587094,9441914,7.4,17.7,0.9,0.3,0.9,83.1,43.86,17,1.52,22.8,10.7,3.1,44.98,11.17,0.26,0.33,0.43,-0.27,0.4,0.29,0.17,1.02,Muy bajo,Piura,Morropon,Chulucanas,Mango,Loam,Lixisols,Floodplain,Tropical desert scrub,E (d) A',Cenozoico,Eolian deposit,Neutral saline soil,62.94,18.24,1.76,5.29,3.45,35.67,10.33,46,51.97,567.12,-515.15,0.193729,13.25,159,18.22,30.1,24.15,3.25,186,270,79,1.122,1.154,7.793,189.97,24.8,249,78.47926330566406,3.2912557125091553,168.3553466796875,180.25778198242188,0.6868250966072083,1.4333961009979248,7.868579864501953,0.4025416672229767,0.3308165371417999,-0.2739219665527344,189.9686737060547,24.799999237060547
250,591878,9432967,7.8,4.29,0.4,0.2,0.7,89.1,13.86,12.4,1.6,19.5,8.2,2.6,78.83,7.31,0.33,0.18,0.2,-0.36,0.21,0.2,0.08,0.85,Muy bajo,Piura,Morropon,Chulucanas,Mango,Loamy sand,Lixisols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Neutral saline soil,66.13,20.97,1.61,3.23,3.15,41,13,54,31.62,440.12,-408.5,0,12.67,152,18.16,29.93,24.04,2.29,177,45.12,92,-0.224,1.329,8.31,190.72,24.8,250,92.5002670288086,3.963059425354004,115.21427154541016,174.5366668701172,-0.09578351676464081,1.588678002357483,7.810020446777344,0.21421648561954498,0.17774799466133118,-0.35647839307785034,190.72105407714844,24.799705505371094
251,587337,9440135,7.5,11.01,0.1,0.9,1,224.4,27.86,15.5,1.55,21.5,10.2,2.8,60.83,11.31,0.44,0.37,0.5,-0.31,0.43,0.28,0.16,1.03,Bajo,Piura,Morropon,Chulucanas,Mango,Sandy loam,Fluvisols,Floodplain,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Non salt afected soil,65.81,18.06,5.81,0.65,3.64,11.33,3.11,14.44,57.96,535.68,-477.72,0,12.75,153,18.2,30.08,24.13,4.86,180,180,81,1.714,1.471,7.412,187.93,24.8,251,79.06043243408203,4.927200794219971,175.94912719726563,180.7864532470703,-0.9318862557411194,1.896928310394287,7.747926712036133,0.4324992299079895,0.3660449683666229,-0.31109073758125305,187.9301300048828,24.799999237060547
252,586399,9440381,7.7,31.55,0.1,0.3,1,99.1,41.86,13.75,1.52,22.1,8.5,3.1,44.83,13.31,0.43,0.34,0.44,-0.3,0.4,0.18,0.07,0.77,Muy bajo,Piura,Morropon,Chulucanas,Mango,Loam,Vertisols,Floodplain,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Neutral saline soil,61.82,22.55,2.18,0.73,2.74,28.33,10.33,38.67,29.77,466.68,-436.91,0,13,156,18.15,30.12,24.14,2.29,177,45.11,80,1.694,1.358,8.148,183.95,24.8,252,78.42154693603516,3.9483649730682373,141.7039337158203,179.94667053222656,-0.08093015104532242,1.4487804174423218,7.866978168487549,0.3953903317451477,0.34017056226730347,-0.3024947941303253,183.9527130126953,24.798009872436523
253,586848,9440061,7.9,37.79,0.9,0.4,0.7,173.2,15.86,10.4,1.58,19.7,5,2.1,72.83,11.31,0.11,0.25,0.32,-0.33,0.3,0.12,0.02,0.61,Muy bajo,Piura,Morropon,Chulucanas,Mango,Sandy loam,Ferralsols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Neutral saline sodic soil,48.08,20.19,3.85,8.65,2.38,12.5,5.25,17.75,49.07,283.72,-234.65,1.546951,12.75,153,18.2,30.08,24.13,8.72,174,158.12,86,3.429,3.32,6.865,185.74,24.8,253,83.3119125366211,8.704723358154297,167.2962646484375,173.26856994628906,0.8643746376037598,3.1646292209625244,6.976659297943115,0.30354586243629456,0.25365400314331055,-0.33220624923706055,185.73460388183594,24.799999237060547
254,586727,9440245,7.6,34.81,0.1,0.5,1.2,127.4,39.86,12.6,1.51,22.9,7.8,3.2,44.83,15.31,0.51,0.36,0.49,-0.29,0.44,0.28,0.16,0.95,Muy bajo,Piura,Morropon,Chulucanas,Mango,Loam,Lixisols,Floodplain,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Non salt afected soil,61.9,25.4,3.97,0.79,2.44,15.6,6.4,22,38.24,438.08,-399.84,0,13,156,18.15,30.12,24.14,1.62,180,180,80,0.102,0.909,8.518,185.52,24.8,254,79.85338592529297,3.016130208969116,155.9042205810547,179.59317016601563,-0.14244712889194489,1.1550066471099854,7.991662979125977,0.43928036093711853,0.35949286818504333,-0.2934519052505493,185.51751708984375,24.799999237060547
255,587951,9437100,7.6,7.48,0.2,1.9,0.9,413.7,41.86,24.5,1.47,22.2,16.1,5.3,32.83,25.31,0.76,0.2,0.25,-0.3,0.24,0.17,0.06,0.71,Bajo,Piura,Morropon,Chulucanas,Mango,Loam,Luvisols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Alluvial deposit,Neutral saline soil,65.71,21.63,7.76,0.82,3.04,8.47,2.79,11.26,115.61,869.86,-754.25,0,13.08,157,18.14,30.01,24.08,3.24,180,161.5,83,-1,2.232,7.873,184.54,24.8,255,83.86980438232422,4.735159873962402,144.27960205078125,179.08245849609375,-0.28369536995887756,2.3031835556030273,7.593528747558594,0.23760363459587097,0.19999122619628906,-0.3024374544620514,184.54205322265625,24.799999237060547
256,587868,9437755,7.1,29.91,0.3,3,2.2,911,39.86,30.8,1.44,20.1,20.7,5.3,28.83,31.31,0.97,0.21,0.27,-0.3,0.26,0.19,0.1,0.77,Medio,Piura,Morropon,Chulucanas,Limon,Clay loam,Fluvisols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Alluvial deposit,Neutral saline soil,67.21,17.21,9.74,0.97,3.91,6.9,1.77,8.67,172.21,1078.14,-905.93,0,12.75,153,18.17,30.03,24.08,4.59,186,225.11,82,-2.082,1.536,7.525,185.13,24.8,256,83.5919189453125,4.177600383758545,162.9553680419922,179.66522216796875,-0.3532187044620514,1.4599003791809082,7.856136798858643,0.2633202075958252,0.2127433717250824,-0.2952212393283844,185.1265106201172,24.799999237060547
257,586394,9440433,7.7,12.48,0.2,0.2,0.6,55.1,21.86,8.7,1.58,22,4.7,2.1,70.83,7.31,0.35,0.41,0.56,-0.3,0.49,0.25,0.13,0.87,Muy bajo,Piura,Morropon,Chulucanas,Mango,Sandy loam,Vertisols,Floodplain,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Non salt afected soil,54.02,24.14,2.3,2.3,2.24,23.5,10.5,34,22.27,268.76,-246.49,0,13,156,18.15,30.12,24.14,1.63,177,90,79,0.592,1.308,8.495,184.3,24.8,257,78.9854736328125,4.114011764526367,163.29502868652344,181.034423828125,0.259644478559494,1.2985131740570068,7.675039291381836,0.4928729832172394,0.41258618235588074,-0.29800811409950256,184.30133056640625,24.797996520996094
258,587460,9438395,8,15.61,1.1,1.4,2.2,307.9,41.86,28.6,1.46,20.8,17.5,7.6,30.83,27.31,0.41,0.22,0.29,-0.32,0.28,0.2,0.08,0.8,Bajo,Piura,Morropon,Chulucanas,Mango,Clay loam,Fluvisols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Alluvial deposit,Alkaline saline soil,61.19,26.57,4.9,3.85,2.3,12.5,5.43,17.93,120.92,996.08,-875.16,0,12.92,155,18.15,30.07,24.12,3.62,183,206.66,82,0.306,1.358,7.734,185.13,24.8,258,81.86607360839844,2.370288848876953,143.1807403564453,180.70591735839844,-0.033032484352588654,1.1898115873336792,8.438584327697754,0.2803437113761902,0.22189684212207794,-0.3150636553764343,185.12660217285156,24.799999237060547
259,587307,9440112,7.7,33.55,0.8,0.4,0.6,128.2,25.93,14.1,1.57,20.1,9.4,2.5,64.69,9.38,0.19,0.37,0.5,-0.31,0.43,0.23,0.13,0.9,Muy bajo,Piura,Morropon,Chulucanas,Mango,Sandy loam,Fluvisols,Floodplain,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Neutral saline soil,66.67,17.73,2.84,5.67,3.76,23.5,6.25,29.75,51.65,492.34,-440.69,0.38208,12.75,153,18.2,30.08,24.13,3.62,183,206.66,78,-1.592,1.713,7.708,187.93,24.8,259,79.06043243408203,4.927200794219971,175.94912719726563,180.7864532470703,-0.9318862557411194,1.896928310394287,7.747926712036133,0.4324992299079895,0.3660449683666229,-0.31109073758125305,187.9301300048828,24.799999237060547
260,587652,9438091,8,5.06,2.4,0.6,1.4,189.3,33.93,30,1.49,20.7,19.1,6.9,42.69,23.38,0.44,0.39,0.54,-0.3,0.49,0.24,0.14,0.86,Bajo,Piura,Morropon,Chulucanas,Mango,Loam,Fluvisols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Alluvial deposit,Neutral saline sodic soil,63.67,23,2,8,2.77,31.83,11.5,43.33,117.83,1050.72,-932.89,3.463542,12.92,155,18.15,30.07,24.12,3.63,174,63.53,84,2.143,0.99,7.733,185.13,24.8,260,82.306304931640625,3.7507212162017822,159.65182495117188,180.94822692871094,0.46531185507774353,1.3103364706039429,7.858059406280518,0.48533403873443604,0.38814714550971985,-0.297006756067276,185.12655639648438,24.799999237060547
261,587457,9438636,7.7,14.64,2.6,1.2,1.1,273,51.93,23.9,1.46,20.8,12.7,6.4,24.69,23.38,0.38,0.22,0.28,-0.32,0.27,0.16,0.06,0.74,Bajo,Piura,Morropon,Chulucanas,Mango,Silty loam,Lixisols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Fluvial deposit,Neutral saline sodic soil,53.14,26.78,5.02,10.88,1.98,10.58,5.33,15.92,142.58,750.18,-607.6,5.283117,12.92,155,18.15,30.07,24.12,1.63,183,270,84,1.408,1.029,8.546,185.75,24.8,261,83.0171127319336,2.487626791000366,162.81478881835938,180.89785766601563,0.4380744993686676,1.0889519453048706,8.362873077392578,0.26894500851631165,0.22099122405052185,-0.32217147946357727,185.7544403076172,24.799999237060547
262,587698,9438115,7.7,11.24,2.9,0.6,1.6,229.1,51.93,36,1.45,20.7,23.4,7.1,24.69,23.38,0.54,0.31,0.41,-0.33,0.39,0.24,0.12,0.81,Bajo,Piura,Morropon,Chulucanas,Mango,Silty loam,Fluvisols,Alluvial terrace,Tropical desert scrub,E (d) A',Cenozoico,Alluvial deposit,Neutral saline sodic soil,65,19.72,1.67,8.06,3.3,39,11.83,50.83,134.97,1250.52,-1115.55,4.134216,12.92,155,18.15,30.07,24.12,5.14,172,71.63,82,0.041,0.968,7.387,185.34,24.8,262,81.8971939086914,3.000065803527832,138.877197265625,178.97219848632813,-0.22933781147003174,1.115903377532959,8.077003479003906,0.38844847679138184,0.31139716506004333,-0.32782885432243347,185.34326171875,24.799999237060547
