ID,X,Y,pH,EC,Na,K,MO,Kdisp,Silt,ECEC,BD,CEC,Ca,Mg,Sand,Clay,SQIw,SAVI,EVI,NDWI,NDVI,NDMI,NDII,GCI,clase,dpto,prov,dist,Culitvo_pr,Textura,TS,GM,ZV,CL,EG,MP,SSST,ECP,EMP,EPP,ESP,CM,CK,MK,CMK,DC,FC,NDC,GR,Pmon,Pan,Tmin,Tmax,Tavg,Slope,Hillshade,Orientatio,Elevation,TPI,TRI,TWI,Precipitat,Temperatur,site_id_internal_rk,Elevation,Slope,Orientation,Hillshade,TPI,TRI,TWI,NDVI,SAVI,NDWI,Precipitation,Temperature
567,614757,9425790,6.65,16.84,0.4,0.5,1.3,81.9,12.86,10.7,1.53,17.4,6.7,2.1,63.39,23.74,0.78,0.2,0.26,-0.35,0.25,0.22,0.1,0.83,Bajo,Piura,Morropon,Morropon,Frijol,Sandy clay loam,Ferralsols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,62.62,19.63,4.67,3.74,3.19,13.4,4.2,17.6,42.77,359.42,-316.65,0,18.58,223,18.34,29.94,24.16,7.25,174,153.34,135,1.347,1.685,7.528,252.58,24.9,567,134.10520935058594,4.259413242340088,173.49505615234375,182.08026123046875,0.4868249297142029,1.5621052980422974,8.4246244430542,0.24995699524879456,0.20156292617321014,-0.347748339176178,252.58042907714844,24.899999618530273
568,614936,9425724,7.14,73.13,0.4,0.4,1.8,51.2,11.86,9.3,1.57,17.2,6,1.5,73.32,14.82,0.62,0.17,0.21,-0.35,0.19,0.1,-0.02,0.67,Bajo,Piura,Morropon,Morropon,Frijol,Sandy loam,Ferralsols,Floodplain,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Non salt afected soil,64.52,16.13,4.3,4.3,4,15,3.75,18.75,36.55,311.62,-275.07,0,18.58,223,18.34,29.94,24.16,10.87,189,206.66,133,-1.796,2.347,7.13,253.23,24.9,568,136.3450164794922,5.5896782875061035,169.26988220214844,182.8677215576172,1.047075867652893,2.102031707763672,7.95133638381958,0.19105447828769684,0.17226454615592957,-0.3547353446483612,253.23074340820313,24.899999618530273
569,614529,9425800,7.04,13.27,0.4,0.5,2.4,81.5,17.86,12.1,1.51,17.4,7.8,2.4,57.18,24.96,0.77,0.23,0.3,-0.36,0.29,0.12,0,0.76,Bajo,Piura,Morropon,Morropon,Arroz,Sandy clay loam,Ferralsols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,64.46,19.83,4.13,3.31,3.25,15.6,4.8,20.4,44.38,417.02,-372.64,0,18.58,223,18.34,29.94,24.16,5.85,172,123.58,131,-0.184,1.172,7.723,251.93,24.9,569,130.55758666992188,3.3368935585021973,151.14622497558594,180.4973907470703,-0.5947268605232239,1.2121809720993042,8.396198272705078,0.2857142984867096,0.23362445831298828,-0.3591669499874115,251.9301300048828,24.899999618530273
570,614856,9425736,6.95,18.47,0.4,0.4,2,70.8,15.93,9.8,1.55,17.4,6,2,67.11,16.96,0.7,0.21,0.26,-0.36,0.26,0.18,0.07,0.77,Bajo,Piura,Morropon,Morropon,Frijol,Sandy loam,Ferralsols,Floodplain,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,61.22,20.41,4.08,4.08,3,15,5,20,37.4,325.12,-287.72,0,18.58,223,18.34,29.94,24.16,1.63,183,270,135,0.449,2.001,9.029,252.91,24.9,570,134.57188415527344,3.804018020629883,177.08349609375,181.98997497558594,0.034921713173389435,1.7521783113479614,8.54984188079834,0.259830117225647,0.2077828049659729,-0.3639240562915802,252.90557861328125,24.899999618530273
571,614603,9425778,7.17,15.22,0.4,0.6,1.5,124.8,17.86,11.3,1.52,17.4,7.1,2.2,59.18,22.96,0.73,0.12,0.15,-0.28,0.15,0.18,0.07,0.75,Bajo,Piura,Morropon,Morropon,Frijol,Sandy clay loam,Ferralsols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,62.83,19.47,5.31,3.54,3.23,11.83,3.67,15.5,47.84,380.22,-332.38,0,18.58,223,18.34,29.94,24.16,6.5,192,270,130,-1.306,1.146,7.619,252.26,24.9,571,131.60223388671875,4.157317638397217,211.11404418945313,184.1144561767578,-0.59406977891922,1.650302529335022,8.241279602050781,0.15159524977207184,0.1169758215546608,-0.28257790207862854,252.25527954101563,24.899999618530273
572,614653,9425786,7.21,25.43,0.4,0.5,1.1,77.2,15.86,10.2,1.55,17.4,6.4,1.9,67.11,17.03,0.65,0.12,0.15,-0.28,0.15,0.16,0.05,0.67,Muy bajo,Piura,Morropon,Morropon,Frijol,Sandy loam,Ferralsols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Non salt afected soil,62.75,18.63,4.9,3.92,3.37,12.8,3.8,16.6,42.13,340.52,-298.39,0,18.58,223,18.34,29.94,24.16,4.86,180,180,131,-1.327,2.004,7.918,252.26,24.9,572,131.60223388671875,4.157317638397217,211.11404418945313,184.1144561767578,-0.59406977891922,1.650302529335022,8.241279602050781,0.15159524977207184,0.1169758215546608,-0.28257790207862854,252.25527954101563,24.899999618530273
573,616873,9425986,7.28,11.85,0.4,0.5,1.5,81.2,15,10.8,1.54,16.8,6.9,2,65.04,19.96,0.7,0.19,0.23,-0.36,0.22,0.11,-0.03,0.69,Muy bajo,Piura,Morropon,Morropon,Frijol,Sandy loam,Ferralsols,Hills and rounded knolls on metamorphic rock,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Alluvial deposit,Non salt afected soil,63.89,18.52,4.63,3.7,3.45,13.8,4,17.8,42.8,365.72,-322.92,0,18.42,221,18.32,29.85,24.08,1.62,180,180,150,2.02,1.348,9.127,256.88,24.9,573,148.4038848876953,4.079919815063477,206.91188049316406,184.28594970703125,0.5422292351722717,1.6081535816192627,8.433209419250488,0.22343750298023224,0.18815790116786957,-0.3593164384365082,256.8813171386719,24.89755630493164
574,614507,9425898,7.15,20.71,0.4,0.5,1.2,58,16.93,11.1,1.54,17.5,7,2.2,63.11,19.96,0.74,0.16,0.19,-0.32,0.2,0.11,0.03,0.64,Muy bajo,Piura,Morropon,Morropon,Frijol,Sandy loam,Ferralsols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Non salt afected soil,63.06,19.82,4.5,3.6,3.18,14,4.4,18.4,43.24,375.62,-332.38,0,18.42,221,18.34,29.95,24.16,1.62,180,180,132,-0.143,0.857,9.015,252.15,24.9,574,131.4927215576172,2.898063898086548,164.3030242919922,179.42645263671875,-0.2563633620738983,1.1467527151107788,8.537114143371582,0.19692760705947876,0.16255958378314972,-0.32326656579971313,252.1466827392578,24.899999618530273
575,612262,9426222,8.37,9.61,1,0.7,2,169,24.86,29.6,1.47,18.2,19.3,6.1,43.18,31.96,0.45,0.16,0.21,-0.31,0.19,0.18,0.07,0.68,Bajo,Piura,Morropon,Morropon,Frijol,Clay loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Alluvial deposit,Alkaline saline soil,65.2,20.61,2.36,3.38,3.16,27.57,8.71,36.29,86.17,1035.7,-949.53,0,17.83,214,18.36,29.97,24.17,6.7,169,103.98,120,2.673,1.57,7.477,246.55,24.9,575,118.06275939941406,5.1913909912109375,159.5244903564453,179.3714599609375,0.5781440138816833,1.6225261688232422,7.848716735839844,0.1921556442975998,0.16237282752990723,-0.30942389369010925,246.54635620117188,24.899999618530273
576,612621,9425848,8.02,19.35,16.9,0.9,1.3,232.9,30.06,41.5,1.48,18.9,16.9,5.8,41.9,28.03,0.4,0.2,0.25,-0.31,0.22,0.21,0.1,0.8,Bajo,Piura,Morropon,Morropon,Frijol,Clay loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Alkaline saline sodic soil,40.72,13.98,2.17,40.72,2.91,18.78,6.44,25.22,489.76,948.42,-458.66,56.651387,17.33,208,18.36,29.93,24.16,5.14,172,71.64,120,-0.612,1.006,7.769,247.31,24.9,576,120.1708755493164,2.7590744495391846,134.67959594726563,179.11512756347656,-0.23253591358661652,1.0985713005065918,8.779458999633789,0.21770431101322174,0.19594432413578033,-0.3052588403224945,247.313232421875,24.899999618530273
577,612273,9426322,8.4,3.82,2,0.7,2,168,13.93,28.3,1.53,18.2,18.8,5.8,62.04,24.03,0.44,0.13,0.17,-0.32,0.16,0.16,0.06,0.61,Muy bajo,Piura,Morropon,Morropon,Frijol,Sandy clay loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Alluvial deposit,Alkaline saline sodic soil,66.43,20.49,2.47,7.07,3.24,26.86,8.29,35.14,110.16,1006.9,-896.74,2.306411,17.83,214,18.36,29.97,24.17,5.85,189,303.58,115,-2.796,1.873,7.615,246.76,24.9,577,117.02568054199219,5.6463494300842285,166.51780700683594,181.40887451171875,-0.5763921141624451,1.7279584407806396,7.80232572555542,0.15519928932189941,0.13362160325050354,-0.32168465852737427,246.75852966308594,24.899999618530273
578,611949,9425909,8.01,14.83,0.6,0.6,2.3,123.8,9.86,17.85,1.55,18.4,11.6,2.8,70.04,20.1,0.5,0.23,0.3,-0.32,0.28,0.19,0.1,0.83,Muy bajo,Piura,Morropon,Morropon,Frijol,Sandy clay loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Alkaline saline soil,64.99,15.69,3.36,3.36,4.14,19.33,4.67,24,58.36,599.28,-540.92,0,17.33,208,18.36,29.93,24.16,5.84,174,33.8,118,1.755,1.635,7.604,245.69,24.89,578,115.27212524414063,3.6785871982574463,148.3346405029297,180.76060485839844,-0.5626437664031982,1.495074987411499,8.21157455444336,0.277692973613739,0.2309902459383011,-0.31824496388435364,245.69395446777344,24.88918113708496
579,612760,9425873,8.2,11.79,0.4,0.5,1,75.5,15.93,25.8,1.53,17.1,20.8,3.1,61.9,22.17,0.74,0.17,0.21,-0.36,0.19,0.24,0.15,0.93,Bajo,Piura,Morropon,Morropon,Frijol,Sandy clay loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Alkaline saline soil,80.62,12.02,1.94,1.55,6.71,41.6,6.2,47.8,58.57,1020.92,-962.35,0,17.83,214,18.34,29.96,24.16,3.62,177,26.66,119,-1.531,1.566,8.119,247.72,24.9,579,119.91218566894531,2.6581947803497314,124.50882720947266,179.9965057373047,-0.6499909162521362,1.4657418727874756,8.927947998046875,0.1946927309036255,0.17195723950862885,-0.3594997227191925,247.71693420410156,24.899999618530273
580,612078,9426250,8.52,15.06,2.7,0.9,2.5,240.2,29.86,30,1.47,18.2,18.4,6,39.9,30.24,0.43,0.24,0.31,-0.3,0.27,0.23,0.11,0.75,Bajo,Piura,Morropon,Morropon,Frijol,Clay loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Alkaline saline sodic soil,61.33,20,3,9,3.07,20.44,6.67,27.11,136.6,995.76,-859.16,4.541275,17.83,214,18.36,29.97,24.17,2.29,180,270,118,0.306,1.328,11.684,246.49,24.89,580,117.80817413330078,2.575239896774292,148.44606018066406,179.1305694580078,0.19758030772209167,1.1925926208496094,8.831503868103027,0.27460694313049316,0.23977182805538177,-0.2979373037815094,246.48611450195313,24.887540817260742
581,612249,9425971,8.14,8.34,0.4,0.6,1.6,111.9,9.86,23.5,1.55,18.7,16.8,3.2,69.9,20.24,0.67,0.15,0.18,-0.32,0.18,0.17,0.09,0.82,Bajo,Piura,Morropon,Morropon,Frijol,Sandy clay loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Alluvial deposit,Alkaline saline soil,71.49,13.62,2.55,1.7,5.25,28,5.33,33.33,59.24,843.72,-784.48,0,17.33,208,18.36,29.93,24.16,1.62,180,180,119,1.02,1.301,8.902,245.91,24.9,581,118.03779602050781,2.420949935913086,192.516845703125,182.46661376953125,-0.020261920988559723,1.336382269859314,8.809087753295898,0.17548133432865143,0.14739273488521576,-0.31677019596099854,245.9100799560547,24.899999618530273
582,612388,9426310,8.24,40.97,1.2,0.7,1.9,169,16.06,31.2,1.5,18.4,20.7,7.1,53.9,30.03,0.46,0.13,0.16,-0.34,0.15,0.22,0.11,0.79,Bajo,Piura,Morropon,Morropon,Frijol,Sandy clay loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Alluvial deposit,Alkaline saline soil,66.35,22.76,2.24,3.85,2.92,29.57,10.14,39.71,94.27,1126.06,-1031.79,0,17.83,214,18.36,29.97,24.17,7.25,186,333.34,121,2.571,1.895,7.407,247.1,24.9,582,118.40597534179688,5.427713394165039,160.2452392578125,182.85360717773438,0.21143241226673126,1.8856757879257202,7.944075107574463,0.151759073138237,0.13438613712787628,-0.33723482489585876,247.10360717773438,24.899999618530273
583,612107,9426654,8.18,12.56,0.5,0.6,1.7,103,13.79,29.35,1.53,19.1,21.3,5.2,63.97,22.24,0.74,0.1,0.13,-0.31,0.12,0.1,-0.02,0.58,Bajo,Piura,Morropon,Morropon,Arroz,Sandy clay loam,Ferralsols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Alkaline saline soil,72.57,17.72,2.04,1.7,4.1,35.5,8.67,44.17,69.64,1100.4,-1030.76,0,17.83,214,18.36,29.97,24.17,1.63,177,90,117,0.796,1.37,8.884,247.34,24.89,583,116.65734100341797,2.885634183883667,151.9539794921875,180.1688995361328,0.12750333547592163,1.250163197517395,8.585406303405762,0.11527182161808014,0.09869522601366043,-0.3138791024684906,247.3409881591797,24.894094467163086
584,612247,9426693,8.9,16.85,8.3,0.8,2,208.3,23.79,26.4,1.51,17.7,13.8,2.5,51.97,24.24,0.33,0.16,0.22,-0.33,0.19,0,-0.07,0.35,Bajo,Piura,Morropon,Morropon,Frijol,Sandy clay loam,Ferralsols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Alkaline saline sodic soil,52.27,9.47,3.03,31.44,5.52,17.25,3.13,20.38,261.55,704.24,-442.69,27.111547,17.83,214,18.36,29.97,24.17,2.29,183,314.88,115,-1.918,1.368,8.545,247.4,24.9,584,116.84644317626953,3.641528367996216,139.98121643066406,179.6090545654297,0.00938169751316309,1.3130439519882202,8.306108474731445,0.18889857828617096,0.16411378979682922,-0.32773110270500183,247.39524841308594,24.899999618530273
585,608705,9426879,7.77,9.59,0.5,0.5,2.2,189,49.57,16.8,1.46,19.1,10.6,3.7,27.04,23.39,0.59,0.49,0.69,-0.28,0.57,0.41,0.28,1.42,Bajo,Piura,Morropon,Buenos Aires,Banano,Loam,Lixisols,Piedmont alluvial fan,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Alluvial deposit,Neutral saline soil,63.1,22.02,2.98,2.98,2.86,21.2,7.4,28.6,51.89,578.3,-526.41,0,16.92,203,18.35,29.88,24.11,3.62,177,26.66,108,0.184,1.063,8.007,240.1,24.9,585,107.87696838378906,3.145435333251953,140.64674377441406,180.5386505126953,0.22013166546821594,1.0998021364212036,8.501763343811035,0.5660254955291748,0.4935094714164734,-0.2809275686740875,240.10198974609375,24.899999618530273
586,608966,9426965,7.82,12.17,0.6,0.3,2.2,119.1,53.5,15.6,1.46,21.3,10.2,3.5,27.11,19.39,0.5,0.54,0.78,-0.25,0.62,0.42,0.3,1.48,Bajo,Piura,Morropon,Buenos Aires,Banano,Silty loam,Lixisols,Piedmont alluvial fan,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Alluvial deposit,Neutral saline soil,65.38,22.44,1.92,3.85,2.91,34,11.67,45.67,44.65,554.88,-510.23,0,16.92,203,18.35,29.88,24.11,3.62,180,134.88,107,-1.449,1.415,11.603,240.86,24.9,586,107.91754913330078,2.8428282737731934,157.34414672851563,180.4232940673828,-0.3258534371852875,1.3058239221572876,8.740610122680664,0.6160205006599426,0.5395306348800659,-0.2468252182006836,240.85995483398438,24.899999618530273
587,608700,9426879,7.72,38.28,0.4,0.6,1,132.1,53.43,15.25,1.45,19.1,9.7,3.3,23.18,23.39,0.59,0.49,0.69,-0.28,0.57,0.41,0.28,1.42,Bajo,Piura,Morropon,Buenos Aires,Banano,Silty loam,Lixisols,Piedmont alluvial fan,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Alluvial deposit,Neutral saline soil,63.61,21.64,3.93,2.62,2.94,16.17,5.5,21.67,52.31,526.92,-474.61,0,16.92,203,18.35,29.88,24.11,3.62,177,26.66,108,0.184,1.063,8.007,240.1,24.9,587,107.87696838378906,3.145435333251953,140.64674377441406,180.5386505126953,0.22013166546821594,1.0998021364212036,8.501763343811035,0.5660254955291748,0.4935094714164734,-0.2809275686740875,240.10198974609375,24.899999618530273
588,608705,9426879,8.02,13.33,0.8,0.8,1.2,196.2,47.57,18.2,1.43,19.1,12,3.6,19.04,33.39,0.4,0.49,0.69,-0.28,0.57,0.41,0.28,1.42,Bajo,Piura,Morropon,Buenos Aires,Banano,Silty clay loam,Lixisols,Piedmont alluvial fan,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Alluvial deposit,Alkaline saline soil,65.93,19.78,4.4,4.4,3.33,15,4.5,19.5,74.12,639.44,-565.32,0,16.92,203,18.35,29.88,24.11,3.62,177,26.66,108,0.184,1.063,8.007,240.1,24.9,588,107.87696838378906,3.145435333251953,140.64674377441406,180.5386505126953,0.22013166546821594,1.0998021364212036,8.501763343811035,0.5660254955291748,0.4935094714164734,-0.2809275686740875,240.10198974609375,24.899999618530273
589,609521,9423420,7.75,27.27,0.4,0.5,1.3,57.6,33.36,15.85,1.51,15.9,10.6,3.1,46.97,19.67,0.59,0.43,0.61,-0.3,0.52,0.34,0.23,1.38,Muy bajo,Piura,Morropon,Buenos Aires,Banano,Loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,66.88,19.56,3.15,2.52,3.42,21.2,6.2,27.4,48.37,561.92,-513.55,0,16,192,18.36,29.87,24.12,3.24,180,90,105,-0.02,1.332,8.094,237.02,24.84,589,104.17266082763672,3.75384259223938,121.38355255126953,180.15850830078125,-0.343915194272995,1.5653131008148193,8.039326667785645,0.5189730525016785,0.4307156205177307,-0.29854369163513184,237.02120971679688,24.840835571289063
590,622983,9410662,7.57,6.86,0.9,0.6,1.4,105.5,47.43,19.1,1.48,21.8,13.6,3,32.82,19.74,0.48,0.33,0.43,-0.34,0.39,0.23,0.12,0.82,Muy bajo,Piura,Morropon,Buenos Aires,Banano,Loam,Ferralsols,Mountain on metamorphic rock,Tropical Premontane desert scrub,"D (i , p) A'",Neoproterozoico,Foliated metamorphic residual,Neutral saline soil,71.2,15.71,3.14,4.71,4.53,22.67,5,27.67,68.2,695.22,-627.02,0,17.08,205,17.64,29.06,23.33,5.14,172,71.64,141,0.163,1.251,7.923,230.48,24.8,590,141.3156280517578,3.4412572383880615,145.31529235839844,179.30662536621094,0.6504736542701721,1.1376973390579224,8.507710456848145,0.3931637704372406,0.3258301317691803,-0.34137558937072754,230.4810333251953,24.799999237060547
591,608705,9426879,7.51,12.46,0.9,0.8,1.7,204,47.58,16.55,1.44,19.1,10,3.6,24.54,27.89,0.43,0.49,0.69,-0.28,0.57,0.41,0.28,1.42,Bajo,Piura,Morropon,Buenos Aires,Banano,Clay loam,Lixisols,Piedmont alluvial fan,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Alluvial deposit,Neutral saline soil,60.42,21.75,4.83,5.44,2.78,12.5,4.5,17,74.62,549.62,-475,0.271439,16.92,203,18.35,29.88,24.11,3.62,177,26.66,108,0.184,1.063,8.007,240.1,24.9,591,107.87696838378906,3.145435333251953,140.64674377441406,180.5386505126953,0.22013166546821594,1.0998021364212036,8.501763343811035,0.5660254955291748,0.4935094714164734,-0.2809275686740875,240.10198974609375,24.899999618530273
592,624608,9410511,7.93,17.17,0.5,0.6,2.2,94,47.71,12.9,1.47,18.3,8,2.8,30.33,21.96,0.54,0.39,0.54,-0.27,0.49,0.3,0.18,1,Bajo,Piura,Morropon,Buenos Aires,Banano,Loam,Lixisols,Mountain on metamorphic rock,Tropical Premontane desert scrub,E (d) A',Paleozoico,Foliated metamorphic residual,Neutral saline soil,62.02,21.71,4.65,3.88,2.86,13.33,4.67,18,52.26,437.1,-384.84,0,16.08,193,17.76,29.09,23.43,3.63,174,116.47,144,-0.143,1.829,8.293,235.4,24.8,592,144.69229125976563,4.530292510986328,181.60577392578125,180.86534118652344,0.21327893435955048,1.6942987442016602,8.20805549621582,0.4903741478919983,0.3854939937591553,-0.27028781175613403,235.39735412597656,24.799999237060547
593,608705,9426879,7.48,12.16,0.7,0.8,2,196.9,49.43,16.2,1.45,19.1,10.1,3.6,24.54,26.03,0.55,0.49,0.69,-0.28,0.57,0.41,0.28,1.42,Bajo,Piura,Morropon,Buenos Aires,Banano,Loam,Lixisols,Piedmont alluvial fan,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Alluvial deposit,Neutral saline soil,62.35,22.22,4.94,4.32,2.81,12.63,4.5,17.13,69.72,553.76,-484.04,0,16.92,203,18.35,29.88,24.11,3.62,177,26.66,108,0.184,1.063,8.007,240.1,24.9,593,107.87696838378906,3.145435333251953,140.64674377441406,180.5386505126953,0.22013166546821594,1.0998021364212036,8.501763343811035,0.5660254955291748,0.4935094714164734,-0.2809275686740875,240.10198974609375,24.899999618530273
594,613427,9426353,8.02,16.74,0.6,0.5,1.9,61.6,23.5,17.9,1.54,18.9,12.8,2.5,60.47,16.03,0.43,0.42,0.58,-0.37,0.49,0.32,0.19,1.14,Muy bajo,Piura,Morropon,Buenos Aires,Banano,Sandy loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Alluvial deposit,Alkaline saline soil,71.51,13.97,2.79,3.35,5.12,25.6,5,30.6,54.55,645.08,-590.53,0,18.33,220,18.36,30.01,24.19,3.63,174,63.53,127,1.204,1.457,8.158,250.43,24.9,594,126.37393188476563,3.3446123600006104,163.96434020996094,180.58224487304688,0.48690494894981384,1.5042732954025269,8.360045433044434,0.49492502212524414,0.422420471906662,-0.3668453097343445,250.4341583251953,24.899999618530273
595,609521,9423420,7.51,31.87,0.5,0.5,2,55.1,49.57,16.9,1.45,15.9,11.1,3.8,26.4,24.03,0.67,0.43,0.61,-0.3,0.52,0.34,0.23,1.38,Bajo,Piura,Morropon,Buenos Aires,Banano,Loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,65.68,22.49,2.96,2.96,2.92,22.2,7.6,29.8,52.56,603.5,-550.94,0,16,192,18.36,29.87,24.12,3.24,180,90,105,-0.02,1.332,8.094,237.02,24.84,595,104.17266082763672,3.75384259223938,121.38355255126953,180.15850830078125,-0.343915194272995,1.5653131008148193,8.039326667785645,0.5189730525016785,0.4307156205177307,-0.29854369163513184,237.02120971679688,24.840835571289063
596,609602,9424029,7.78,6.69,0.5,0.7,2.4,146.7,39.78,18.1,1.45,16.5,11.4,4,29.62,30.6,0.61,0.45,0.62,-0.26,0.53,0.36,0.25,1.22,Bajo,Piura,Morropon,Buenos Aires,Banano,Clay loam,Ferralsols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,62.98,22.1,3.87,2.76,2.85,16.29,5.71,22,62.2,622.6,-560.4,0,16,192,18.36,29.87,24.12,3.24,180,116.47,114,-0.469,1.108,11.657,238.92,24.9,596,114.19023895263672,2.282900810241699,121.36793518066406,181.3979034423828,-0.43193840980529785,1.150952935218811,8.772577285766602,0.5263076424598694,0.44564932584762573,-0.25551632046699524,238.91505432128906,24.899999618530273
597,609521,9423420,7.57,12.73,0.5,0.5,1.6,64.3,49.78,16.2,1.47,15.9,10.9,3.3,29.62,20.6,0.65,0.43,0.61,-0.3,0.52,0.34,0.23,1.38,Bajo,Piura,Morropon,Buenos Aires,Banano,Loam,Lixisols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,67.28,20.37,3.09,3.09,3.3,21.8,6.6,28.4,51.51,581,-529.49,0,16,192,18.36,29.87,24.12,3.24,180,314.88,105,-0.02,1.332,8.094,237.02,24.84,597,104.17266082763672,3.75384259223938,121.38355255126953,180.15850830078125,-0.343915194272995,1.5653131008148193,8.039326667785645,0.5189730525016785,0.4307156205177307,-0.29854369163513184,237.02120971679688,24.840835571289063
598,601929,9428149,7.01,14.14,0.4,0.5,1.3,71.5,37.86,13.7,1.46,19.2,8.2,3.6,33.47,28.67,0.78,0.16,0.22,-0.2,0.24,0.15,0.03,0.5,Bajo,Piura,Morropon,Buenos Aires,Frijol,Clay loam,Ferralsols,Floodplain,Tropical Premontane desert scrub,E (d) A',Cenozoico,Fluvial deposit,Neutral saline soil,59.85,26.28,3.65,2.92,2.28,16.4,7.2,23.6,46.82,467.42,-420.6,0,15.33,184,18.13,29.83,24,14.57,180,134.88,102,1.755,2.654,6.543,221.41,24.76,598,100.18373107910156,8.327492713928223,146.49948120117188,176.53346252441406,0.2430831640958786,2.4508063793182373,7.252274990081787,0.23913559317588806,0.16398870944976807,-0.19612933695316315,221.4086456298828,24.75813865661621
599,609605,9424067,7.96,20.21,0.6,0.7,2.4,134.2,47.5,23,1.43,16.5,16.1,4.6,21.62,30.88,0.61,0.45,0.62,-0.26,0.53,0.41,0.29,1.45,Bajo,Piura,Morropon,Buenos Aires,Banano,Clay loam,Ferralsols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,70,20,3.04,2.61,3.5,23,6.57,29.57,70.42,850.48,-780.06,0,16,192,18.36,29.87,24.12,1.62,180,225.12,114,-0.286,1.178,8.871,238.92,24.9,599,114.19023895263672,2.282900810241699,121.36793518066406,181.3979034423828,-0.43193840980529785,1.150952935218811,8.772577285766602,0.5263076424598694,0.44564932584762573,-0.25551632046699524,238.91505432128906,24.899999618530273
600,609602,9424029,7.84,28.14,0.5,0.7,1.9,145.3,41.65,21.55,1.45,16.5,14.9,4.2,29.47,28.88,0.67,0.45,0.62,-0.26,0.53,0.36,0.25,1.22,Bajo,Piura,Morropon,Buenos Aires,Banano,Clay loam,Ferralsols,Alluvial terrace,Tropical Premontane desert scrub,"D (i , p) A'",Cenozoico,Fluvial deposit,Neutral saline soil,69.14,19.49,3.25,2.32,3.55,21.29,6,27.29,66.04,785.5,-719.46,0,16,192,18.36,29.87,24.12,3.24,180,116.47,114,-0.469,1.108,11.657,238.92,24.9,600,114.19023895263672,2.282900810241699,121.36793518066406,181.3979034423828,-0.43193840980529785,1.150952935218811,8.772577285766602,0.5263076424598694,0.44564932584762573,-0.25551632046699524,238.91505432128906,24.899999618530273
