Method,RMSE,MAE,BIAS,R2,PBIAS_pct,n,Nugget,Psill,Sill,Range,PSV_pct
RF_CV,0.16026683418502624,0.12651506846008231,-0.0013332265227408212,0.20637689961376485,-0.2572275753307901,1045,2.7324075708055564e-4,0.005464815141611112,0.005738055898691668,25455.823258692257,95.23809523809524
RK_full_CV,0.07622231102629788,0.0585085053787239,3.6697614562671585e-4,0.8294230898922991,0.07297304487869932,923,2.7324075708055564e-4,0.005464815141611112,0.005738055898691668,25455.823258692257,95.23809523809524
